name	NC3
ENSG00000228755	0
ENSG00000228750	0
ENSG00000232101	0.376711198
ENSG00000113368	43.6685321
ENSG00000221184	7.03712052
ENSG00000180846	0
ENSG00000184178	1.946715731
ENSG00000214174	3.789277204
ENSG00000234667	0
ENSG00000214176	0.799282502
ENSG00000225521	0.101759197
ENSG00000225527	0
ENSG00000225526	0.155504076
ENSG00000129007	0.033872603
ENSG00000129003	1.578430233
ENSG00000215883	1.249063927
ENSG00000129009	0.532416612
ENSG00000221634	2.741368235
ENSG00000229409	1.755660212
ENSG00000229404	0.45443487
ENSG00000229407	0
ENSG00000262227	0.206473288
ENSG00000206527	14.06404899
ENSG00000239265	0.018565075
ENSG00000239264	0.077798118
ENSG00000146540	29.92655718
ENSG00000274114	0.054814156
ENSG00000277420	0
ENSG00000269916	0
ENSG00000269915	0.534618335
ENSG00000169116	0.045199357
ENSG00000241484	0.182391634
ENSG00000241489	0.171801241
ENSG00000269918	0.56487975
ENSG00000157240	2.066853065
ENSG00000124459	1.657426367
ENSG00000254733	0
ENSG00000254731	0
ENSG00000058063	12.40226171
ENSG00000088305	8.096361681
ENSG00000183397	2.278711504
ENSG00000183396	0.257779717
ENSG00000278727	0.031734109
ENSG00000013364	20.61918712
ENSG00000262339	0.362314592
ENSG00000268357	0.305824682
ENSG00000218537	0.539544358
ENSG00000268350	0.869434394
ENSG00000151948	0
ENSG00000183647	1.00869133
ENSG00000122859	0
ENSG00000183648	9.97910127
ENSG00000232467	0.094647905
ENSG00000100330	0.878840634
ENSG00000232460	0.056208884
ENSG00000100335	6.061036353
ENSG00000253704	0.190777163
ENSG00000247556	9.111755974
ENSG00000086062	25.56909
ENSG00000086061	116.4130054
ENSG00000123106	1.842010268
ENSG00000266589	0
ENSG00000086065	53.5513094
ENSG00000052344	0.188981365
ENSG00000197748	0.079180667
ENSG00000198939	0.753850314
ENSG00000198938	6343.876633
ENSG00000184508	1.986334831
ENSG00000198934	3.995940681
ENSG00000198937	57.06718212
ENSG00000197747	337.5400692
ENSG00000198930	0
ENSG00000197744	5.392615037
ENSG00000168398	0
ENSG00000168393	39.43079604
ENSG00000168397	13.79666455
ENSG00000168394	10.02728188
ENSG00000106537	48.77546151
ENSG00000248659	0.240014307
ENSG00000274805	0.790047095
ENSG00000264044	0.075093585
ENSG00000246889	0.498977113
ENSG00000182118	0.689063632
ENSG00000184502	0
ENSG00000007080	64.76482454
ENSG00000182111	0.284581136
ENSG00000166068	4.042439521
ENSG00000103269	2.656973671
ENSG00000238009	0
ENSG00000000003	10.44848172
ENSG00000158163	1.939334634
ENSG00000272406	0.103801808
ENSG00000158161	3.070983619
ENSG00000260805	0.329498315
ENSG00000000005	0
ENSG00000158169	3.193432098
ENSG00000276988	0
ENSG00000115257	6.480386302
ENSG00000115255	22.8323288
ENSG00000115252	0
ENSG00000127774	0.147941199
ENSG00000163701	0.145979617
ENSG00000163702	10.73767973
ENSG00000163703	10.96111926
ENSG00000163704	1.978427151
ENSG00000163705	0.180105723
ENSG00000189129	0.458737023
ENSG00000170633	6.147601048
ENSG00000189120	0.767751288
ENSG00000189127	0.395808883
ENSG00000249019	0
ENSG00000249012	0
ENSG00000249014	0.895801431
ENSG00000129451	0.044290208
ENSG00000205293	0
ENSG00000273812	0
ENSG00000125734	11.82636324
ENSG00000125733	28.52740622
ENSG00000125731	1.811192641
ENSG00000125730	0.607903673
ENSG00000155530	0.035015938
ENSG00000271976	1.255266465
ENSG00000271971	2.859626987
ENSG00000271970	0
ENSG00000271973	0.407766243
ENSG00000271978	0.052138763
ENSG00000267761	0
ENSG00000267767	0
ENSG00000213519	0.198892975
ENSG00000230359	0.310221765
ENSG00000213516	2.538338849
ENSG00000267769	0
ENSG00000213514	0.045984956
ENSG00000213513	0.554059002
ENSG00000197915	0.005911191
ENSG00000199377	0
ENSG00000040608	17.4108492
ENSG00000161542	15.77225018
ENSG00000161544	0.173601396
ENSG00000244559	0.395023548
ENSG00000161547	62.69051198
ENSG00000244556	0.242943097
ENSG00000144591	15.17032667
ENSG00000144596	0.248879792
ENSG00000144597	3.014201418
ENSG00000230510	0.129665804
ENSG00000204231	9.765949504
ENSG00000204237	22.14897032
ENSG00000070010	5.430488551
ENSG00000152795	38.40356027
ENSG00000070019	0.177037127
ENSG00000070018	4.484856686
ENSG00000188092	1.094974858
ENSG00000076924	21.30236123
ENSG00000188095	3.222222366
ENSG00000240541	1.649679434
ENSG00000130045	0.722106927
ENSG00000100941	15.76107283
ENSG00000090432	11.19935505
ENSG00000161091	14.98349693
ENSG00000100949	7.702123446
ENSG00000206976	0.415207233
ENSG00000153774	6.670979514
ENSG00000272979	0
ENSG00000244649	3.25848351
ENSG00000272970	1.298337024
ENSG00000272971	0.207983148
ENSG00000272973	0.092795091
ENSG00000272975	0
ENSG00000143248	0.508706472
ENSG00000272977	0.803095289
ENSG00000236914	0.158626299
ENSG00000091527	56.96154529
ENSG00000140274	0
ENSG00000140279	0.075196673
ENSG00000138061	6.441235315
ENSG00000164111	180.999425
ENSG00000164114	0.84133727
ENSG00000164116	0.009865312
ENSG00000164117	2.48991355
ENSG00000138069	75.02207972
ENSG00000163817	0
ENSG00000245205	0.040486399
ENSG00000274678	0.103991574
ENSG00000272849	3.878413014
ENSG00000275479	0
ENSG00000248866	0.651336537
ENSG00000053918	3.180083801
ENSG00000106258	0.059156698
ENSG00000201724	0
ENSG00000201728	0.486182828
ENSG00000270532	0
ENSG00000270533	0.061296757
ENSG00000114383	20.02503411
ENSG00000114388	7.410156167
ENSG00000237357	0.0882255
ENSG00000237356	0.529394052
ENSG00000241035	0.158892153
ENSG00000237353	0.078949883
ENSG00000237352	0
ENSG00000237351	0
ENSG00000237350	2.370141286
ENSG00000206897	1.283084005
ENSG00000237359	0
ENSG00000147027	0.238534199
ENSG00000279355	0.090868037
ENSG00000279354	0.188667963
ENSG00000279357	0.223072121
ENSG00000279356	0.107074618
ENSG00000240927	0
ENSG00000240925	0.171335515
ENSG00000240929	0
ENSG00000260118	0.158892153
ENSG00000047634	1.469427234
ENSG00000150938	65.25376347
ENSG00000264538	5.227366693
ENSG00000169093	13.15813748
ENSG00000233670	0
ENSG00000233671	0
ENSG00000233672	0
ENSG00000233673	0.044492289
ENSG00000233674	0
ENSG00000110400	7.659794355
ENSG00000233677	0
ENSG00000279689	0
ENSG00000138356	0.020476383
ENSG00000120833	2.115498008
ENSG00000120832	1.741328292
ENSG00000120837	7.976988833
ENSG00000246560	1.352832625
ENSG00000236003	0.087244465
ENSG00000274308	0.069881316
ENSG00000274307	0.450326844
ENSG00000266970	2.777135244
ENSG00000266973	0.100500691
ENSG00000266975	0
ENSG00000266977	0.124199543
ENSG00000233985	0.074846567
ENSG00000233981	0.58946519
ENSG00000021488	0
ENSG00000094841	5.295692672
ENSG00000268257	0
ENSG00000252030	0
ENSG00000257830	0
ENSG00000122958	18.65264626
ENSG00000196628	0.175793144
ENSG00000183166	0
ENSG00000122952	32.77133957
ENSG00000055813	0
ENSG00000146085	6.145044892
ENSG00000232587	0
ENSG00000232586	0.039502355
ENSG00000224057	0.101360283
ENSG00000224050	0.578475161
ENSG00000224051	48.6490972
ENSG00000162975	0.173955324
ENSG00000162976	31.70467676
ENSG00000162971	1.111003728
ENSG00000162972	4.203206222
ENSG00000279785	0
ENSG00000163006	0.932353715
ENSG00000168056	15.46644926
ENSG00000163002	4.93476772
ENSG00000163001	21.74714515
ENSG00000118579	4.211090582
ENSG00000092445	4.376045236
ENSG00000163009	1.049509057
ENSG00000242314	0.115148565
ENSG00000114405	7.267719917
ENSG00000207369	0
ENSG00000262434	1.638616198
ENSG00000166181	17.91747315
ENSG00000252034	0
ENSG00000166183	0.092870842
ENSG00000166189	11.66012882
ENSG00000166188	2.435578037
ENSG00000198704	0
ENSG00000198700	12.89006759
ENSG00000179912	7.285082754
ENSG00000179914	0
ENSG00000179915	0
ENSG00000179918	64.39797445
ENSG00000064933	3.525226644
ENSG00000064932	19.88257369
ENSG00000255663	0
ENSG00000174576	0
ENSG00000170892	70.58229895
ENSG00000170893	0.143790169
ENSG00000227006	0.066066656
ENSG00000174579	7.111819428
ENSG00000170899	7.4536857
ENSG00000250012	0.264573911
ENSG00000250016	0
ENSG00000226239	0.084774055
ENSG00000020181	2.167063043
ENSG00000156689	0
ENSG00000114948	0.965626788
ENSG00000232876	0.432025753
ENSG00000076258	0.361594857
ENSG00000156687	0
ENSG00000232873	0
ENSG00000255993	0.042609282
ENSG00000232872	0.118309881
ENSG00000107821	5.274269566
ENSG00000185760	1.472806421
ENSG00000185761	7.50076161
ENSG00000257621	1.435712524
ENSG00000226186	0.169295806
ENSG00000226180	0.261432666
ENSG00000213658	0.025680989
ENSG00000157087	0.005596005
ENSG00000101266	38.80337148
ENSG00000101265	1.422331704
ENSG00000130656	0.150684479
ENSG00000110367	14.63340639
ENSG00000213654	1.01248754
ENSG00000033800	3.932639773
ENSG00000274204	0
ENSG00000164463	1.176134328
ENSG00000058262	48.5634229
ENSG00000164465	2.577645957
ENSG00000214820	0
ENSG00000214826	8.859679813
ENSG00000214827	0.437564545
ENSG00000174876	0
ENSG00000257596	0.851316054
ENSG00000257594	0.042143649
ENSG00000257591	0.025809161
ENSG00000068323	23.28194821
ENSG00000272630	0.113577486
ENSG00000281591	0
ENSG00000241418	0
ENSG00000171858	110.0968856
ENSG00000171853	3.910617103
ENSG00000278965	0.051169467
ENSG00000174871	12.45441086
ENSG00000274209	0.018343564
ENSG00000183401	1.875584246
ENSG00000252412	1.796317606
ENSG00000252414	0.536635763
ENSG00000252417	0
ENSG00000138802	6.899250128
ENSG00000138801	19.21736178
ENSG00000206149	1.485402626
ENSG00000174574	38.37190431
ENSG00000206140	0.714515726
ENSG00000206145	0
ENSG00000247315	12.27894305
ENSG00000247317	0.295268055
ENSG00000103995	1.197838299
ENSG00000103994	4.743388917
ENSG00000075539	2.738876356
ENSG00000184988	0.413466078
ENSG00000184985	0.315168384
ENSG00000184984	0.019557638
ENSG00000168556	11.24902961
ENSG00000184986	5.885518908
ENSG00000065371	0
ENSG00000184983	62.86900191
ENSG00000273328	0.014463105
ENSG00000154065	0.07120437
ENSG00000253898	0
ENSG00000253893	0
ENSG00000205611	0.101759197
ENSG00000253896	0.117044014
ENSG00000253894	0
ENSG00000187189	4.817397217
ENSG00000182359	1.258117057
ENSG00000007372	0.125727272
ENSG00000182352	0
ENSG00000187185	0
ENSG00000187186	0.031032946
ENSG00000187187	4.067159289
ENSG00000181915	11.04105519
ENSG00000197238	0
ENSG00000066855	19.9319205
ENSG00000071051	22.33481635
ENSG00000273321	0
ENSG00000071054	9.211865907
ENSG00000069188	2.915966018
ENSG00000273327	0
ENSG00000248323	0.058763834
ENSG00000074660	0.458644554
ENSG00000135778	2.820130265
ENSG00000135776	6.001090813
ENSG00000135775	1.716174711
ENSG00000135773	0.021937289
ENSG00000265566	0
ENSG00000168702	0.080117452
ENSG00000258968	0
ENSG00000203616	1.537388942
ENSG00000188636	6.552718184
ENSG00000103375	0.080061071
ENSG00000163536	5.575419204
ENSG00000159763	0
ENSG00000159761	1.812383052
ENSG00000261544	0.132905119
ENSG00000274628	0.15794959
ENSG00000189326	0
ENSG00000189325	0
ENSG00000282386	0.961409423
ENSG00000185787	48.08823718
ENSG00000256139	1.68774896
ENSG00000152422	3.804980181
ENSG00000136167	0.123635112
ENSG00000118965	2.598807291
ENSG00000235133	0
ENSG00000118960	8.533450512
ENSG00000118961	4.709272377
ENSG00000092871	1.857798715
ENSG00000132749	5.041781773
ENSG00000132746	0
ENSG00000165646	0.110319304
ENSG00000132744	0.087512909
ENSG00000165644	14.47286274
ENSG00000165643	0.028627776
ENSG00000117122	14.38183845
ENSG00000132740	4.601703546
ENSG00000261839	0.020100138
ENSG00000107789	15.80513314
ENSG00000250900	0.076662252
ENSG00000183323	0.803194626
ENSG00000250903	0.202892872
ENSG00000137936	1.444084496
ENSG00000104472	19.50681565
ENSG00000205929	0
ENSG00000177425	4.894662704
ENSG00000177426	33.7688921
ENSG00000177427	5.89041916
ENSG00000185100	6.806307029
ENSG00000185101	5.608608863
ENSG00000205922	6.681302342
ENSG00000256739	0
ENSG00000205927	0
ENSG00000229305	0
ENSG00000224550	1.156166481
ENSG00000132507	106.0072002
ENSG00000144354	29.97439483
ENSG00000144355	2.613897611
ENSG00000144357	3.595134313
ENSG00000109762	3.039095111
ENSG00000182177	0.0104642
ENSG00000228653	0.251418302
ENSG00000174125	0.062715977
ENSG00000205015	0.042898485
ENSG00000263809	0
ENSG00000257534	0.377210815
ENSG00000235703	0.665723695
ENSG00000235700	0.183494809
ENSG00000186654	1.929720521
ENSG00000235706	1.467169673
ENSG00000173166	0.204249159
ENSG00000173163	12.88912954
ENSG00000257539	0.031514344
ENSG00000205018	0.282533398
ENSG00000251247	0.372179214
ENSG00000275811	0.064057873
ENSG00000281530	0.141677188
ENSG00000275273	0
ENSG00000259030	0.012157168
ENSG00000275278	0
ENSG00000197006	20.271025
ENSG00000115808	7.941180391
ENSG00000110063	12.32020936
ENSG00000079805	13.59988234
ENSG00000102032	0.414803531
ENSG00000102030	6.105787843
ENSG00000088179	1.753972888
ENSG00000102034	15.44655563
ENSG00000102038	46.89652921
ENSG00000270040	0
ENSG00000277118	0
ENSG00000076351	1.008776643
ENSG00000076356	0.066042686
ENSG00000064703	2.296505064
ENSG00000270048	0.432573315
ENSG00000270049	0.369639363
ENSG00000255815	0
ENSG00000255817	0.145854848
ENSG00000255811	0
ENSG00000255819	0.131674516
ENSG00000185681	0.327669302
ENSG00000185684	1.686666528
ENSG00000253245	0
ENSG00000185686	41.69439537
ENSG00000185689	0.119970996
ENSG00000143036	0.674114775
ENSG00000143033	5.053948249
ENSG00000282849	0.356635679
ENSG00000217275	0.455979085
ENSG00000282842	0
ENSG00000282840	0
ENSG00000246763	0.048535316
ENSG00000259462	0.011344912
ENSG00000072121	1.379891247
ENSG00000154928	0
ENSG00000222800	0
ENSG00000216895	0.168045468
ENSG00000008988	223.6870184
ENSG00000185933	0
ENSG00000226798	0
ENSG00000270276	0.235908308
ENSG00000226797	0
ENSG00000226790	0
ENSG00000226792	0
ENSG00000089220	205.4513033
ENSG00000153936	21.07189281
ENSG00000153930	0
ENSG00000089225	0
ENSG00000157693	2.45719155
ENSG00000153933	2.460975385
ENSG00000025156	15.28399029
ENSG00000233783	0
ENSG00000175471	2.197414471
ENSG00000175470	4.767174325
ENSG00000204843	17.07755024
ENSG00000204842	6.152534992
ENSG00000021645	0
ENSG00000109944	1.203302499
ENSG00000146247	2.450982205
ENSG00000109943	0
ENSG00000146242	8.675870595
ENSG00000146243	0.656172767
ENSG00000278311	6.577635392
ENSG00000182768	6.794363947
ENSG00000279123	0
ENSG00000104848	0.182151755
ENSG00000079112	0.014581746
ENSG00000272092	0
ENSG00000103811	7.20214012
ENSG00000273164	0
ENSG00000273165	0
ENSG00000225329	0
ENSG00000225328	0
ENSG00000238765	0
ENSG00000272097	1.74014452
ENSG00000225323	0
ENSG00000276085	0
ENSG00000165985	0.114086223
ENSG00000165983	3.069401056
ENSG00000160211	69.198668
ENSG00000257279	0.081339453
ENSG00000116717	7.47814515
ENSG00000205356	2.020345451
ENSG00000116711	0.2176408
ENSG00000115353	0.032149618
ENSG00000115350	14.80925099
ENSG00000115355	4.715174107
ENSG00000137547	44.70432733
ENSG00000257272	0
ENSG00000225093	0
ENSG00000111843	73.8063073
ENSG00000225091	0.849005834
ENSG00000111846	5.674544614
ENSG00000225096	0.944906825
ENSG00000111845	10.30221412
ENSG00000225099	0
ENSG00000126091	5.313213417
ENSG00000223872	0
ENSG00000249196	0
ENSG00000223875	0.266700426
ENSG00000223878	0.465303811
ENSG00000249199	0
ENSG00000121318	0.054590586
ENSG00000121310	3.873497408
ENSG00000125676	6.708443099
ENSG00000081760	3.509705924
ENSG00000121316	25.54847122
ENSG00000117448	25.62577621
ENSG00000221539	2.306083414
ENSG00000129128	9.784509482
ENSG00000217130	12.22193338
ENSG00000260612	0
ENSG00000244615	0
ENSG00000244617	0.235163306
ENSG00000111727	1.402558139
ENSG00000111726	24.77725499
ENSG00000260641	0
ENSG00000260640	0.122858296
ENSG00000260643	0.19695225
ENSG00000164221	2.940157023
ENSG00000260645	0.535877446
ENSG00000111725	3.178402724
ENSG00000260647	0.075945782
ENSG00000260646	0.500440389
ENSG00000284505	1.163523904
ENSG00000267919	0
ENSG00000104731	4.219050821
ENSG00000213326	21.5496805
ENSG00000120440	0.018510703
ENSG00000175137	4.980166478
ENSG00000175130	118.7553781
ENSG00000128694	1.698722529
ENSG00000128692	9.711798441
ENSG00000222047	0.090506588
ENSG00000222046	0.152176006
ENSG00000222041	0.707750523
ENSG00000128699	9.356009969
ENSG00000163346	23.13149574
ENSG00000219891	0.377620579
ENSG00000265802	0.190883862
ENSG00000226968	0.125987577
ENSG00000226969	0.10573121
ENSG00000226963	0.101941561
ENSG00000226961	0
ENSG00000226964	30.33780846
ENSG00000226965	0.114915941
ENSG00000261519	0
ENSG00000261512	4.183128053
ENSG00000261513	0
ENSG00000261514	0.655338604
ENSG00000256274	0
ENSG00000134627	0.386876945
ENSG00000257496	0.202431996
ENSG00000178460	0
ENSG00000105438	127.0336765
ENSG00000178462	0
ENSG00000178464	31.1315302
ENSG00000178467	4.920811591
ENSG00000170619	8.22927355
ENSG00000170615	0.084221781
ENSG00000131055	0.082082815
ENSG00000131051	19.54413421
ENSG00000257497	1.381782774
ENSG00000236641	0
ENSG00000047578	3.936023673
ENSG00000047579	7.306123598
ENSG00000105784	0
ENSG00000176401	16.37875651
ENSG00000107872	5.440447719
ENSG00000107874	63.85281482
ENSG00000172613	8.786976186
ENSG00000175868	0.057793641
ENSG00000135577	0.108280566
ENSG00000104783	7.817358672
ENSG00000252929	0
ENSG00000022355	0
ENSG00000283930	0.215739788
ENSG00000230521	0.291709697
ENSG00000147654	5.099570494
ENSG00000147650	3.013766643
ENSG00000143570	55.59058653
ENSG00000266527	0
ENSG00000143578	4.211408071
ENSG00000279121	0
ENSG00000231548	0
ENSG00000231549	0.32137509
ENSG00000223224	0.661434778
ENSG00000223225	0
ENSG00000223220	0
ENSG00000231544	0.34755636
ENSG00000176692	0.642750179
ENSG00000163904	6.236622294
ENSG00000163902	124.9952667
ENSG00000163900	3.865288097
ENSG00000239392	0
ENSG00000163909	2.796779666
ENSG00000264745	0.069624713
ENSG00000264743	0.701027704
ENSG00000176697	0.007349275
ENSG00000051128	1.978119086
ENSG00000172366	9.503164823
ENSG00000052850	0.366032254
ENSG00000172361	0.338042841
ENSG00000233820	0.535193194
ENSG00000233822	0.342733595
ENSG00000233825	0
ENSG00000119865	0.240487842
ENSG00000266522	0
ENSG00000119866	0.013584093
ENSG00000124743	0.039619287
ENSG00000124749	0.104476417
ENSG00000274578	0.120771531
ENSG00000146122	0.017563378
ENSG00000177628	15.35913926
ENSG00000224794	0.127971633
ENSG00000224792	0
ENSG00000224790	0.025102997
ENSG00000269533	0.141033201
ENSG00000269534	0.338256041
ENSG00000163694	1.491324854
ENSG00000166557	7.140370174
ENSG00000166558	0
ENSG00000265437	0
ENSG00000108100	10.65758812
ENSG00000224870	11.60195893
ENSG00000129295	0.266192974
ENSG00000122741	3.188470802
ENSG00000129292	1.603829017
ENSG00000163428	9.141073821
ENSG00000242296	0.214654305
ENSG00000229677	0
ENSG00000229676	0.053600368
ENSG00000229672	0
ENSG00000229671	0.180582193
ENSG00000261520	0
ENSG00000127249	0.018920137
ENSG00000133275	31.05857067
ENSG00000269910	0
ENSG00000248383	0.057350387
ENSG00000127241	0
ENSG00000163421	0
ENSG00000183853	1.531920587
ENSG00000163239	0
ENSG00000167962	18.75542562
ENSG00000163235	0.103153439
ENSG00000169118	1.587252772
ENSG00000211460	35.59890901
ENSG00000235890	14.00949754
ENSG00000235897	0.133154005
ENSG00000230952	0
ENSG00000116690	0
ENSG00000116691	21.07165667
ENSG00000116698	11.45601535
ENSG00000137269	3.194390951
ENSG00000186787	2.041177871
ENSG00000133961	8.141303154
ENSG00000133962	0
ENSG00000137266	1.700492467
ENSG00000137267	18.14866727
ENSG00000137265	0.019289044
ENSG00000272872	1.803219883
ENSG00000154548	0.975572667
ENSG00000267072	0
ENSG00000267070	0
ENSG00000080608	6.262006088
ENSG00000267078	0.039256999
ENSG00000080603	0.128958982
ENSG00000116128	8.124932933
ENSG00000186510	1.538273516
ENSG00000116120	25.41095377
ENSG00000220891	0.146276801
ENSG00000116127	1.533997804
ENSG00000127863	0.511761389
ENSG00000060642	9.990755227
ENSG00000254732	0.588448871
ENSG00000121297	0.058672915
ENSG00000064545	14.0431413
ENSG00000064547	5.192041046
ENSG00000186517	0.134794765
ENSG00000265056	0.693699889
ENSG00000249388	0.323201084
ENSG00000176563	0.353626764
ENSG00000164849	0.252015023
ENSG00000164845	1.316215282
ENSG00000164841	0.098858865
ENSG00000254739	0.311974721
ENSG00000039523	8.368934011
ENSG00000217702	0.045002683
ENSG00000213281	22.52832877
ENSG00000249437	0.029897714
ENSG00000130203	208.7108988
ENSG00000130202	42.5372995
ENSG00000130204	29.10349666
ENSG00000187514	518.2484421
ENSG00000130208	0.415881818
ENSG00000168297	2.666740962
ENSG00000259678	0.203154967
ENSG00000168291	12.31247447
ENSG00000202441	3.555211929
ENSG00000134343	0
ENSG00000227043	0
ENSG00000168298	0.678979467
ENSG00000232838	0
ENSG00000196391	0.447795463
ENSG00000196396	8.530397146
ENSG00000189420	0.111810105
ENSG00000189423	0.878281897
ENSG00000232832	0.104950906
ENSG00000206356	0.018046761
ENSG00000269321	0
ENSG00000158315	0.569851501
ENSG00000145476	0.13920683
ENSG00000273366	0.863177403
ENSG00000198542	0.506735746
ENSG00000273365	0.078029343
ENSG00000273363	0
ENSG00000198546	2.314536799
ENSG00000198547	0.044825367
ENSG00000163577	10.28233652
ENSG00000163576	0
ENSG00000134590	201.8132157
ENSG00000242889	0.198892975
ENSG00000112812	3.548491302
ENSG00000257270	10.73753895
ENSG00000078246	21.78056274
ENSG00000272183	0.438238759
ENSG00000212396	5.987725355
ENSG00000212398	0
ENSG00000258502	0
ENSG00000197044	0.143765942
ENSG00000197045	9.168751428
ENSG00000145526	1.687864885
ENSG00000139946	0.090607504
ENSG00000198093	0.039095114
ENSG00000198090	0
ENSG00000197043	23.20615946
ENSG00000198099	0
ENSG00000159445	3.31711801
ENSG00000177359	0.353506724
ENSG00000248176	0.075044051
ENSG00000102854	7.421504902
ENSG00000119138	2.638070301
ENSG00000119139	2.503192191
ENSG00000102858	8.867329646
ENSG00000088992	0.531620475
ENSG00000162620	0.188334095
ENSG00000162623	3.894096949
ENSG00000162624	0
ENSG00000162627	18.10801703
ENSG00000259705	0.058552126
ENSG00000273983	0.188746216
ENSG00000071575	1.67377022
ENSG00000141068	1.423295057
ENSG00000273989	0
ENSG00000013725	0
ENSG00000165168	0.051443266
ENSG00000165169	10.19473201
ENSG00000159197	0
ENSG00000159199	69.93502931
ENSG00000165164	0
ENSG00000144655	3.663616027
ENSG00000148175	74.91958797
ENSG00000158828	2.752422139
ENSG00000233055	0
ENSG00000233056	0.120091606
ENSG00000233058	0.311476473
ENSG00000266189	5.353730905
ENSG00000144659	13.93656299
ENSG00000158825	2.77624026
ENSG00000280890	0.212756647
ENSG00000070190	0.025014684
ENSG00000281202	0
ENSG00000152611	0
ENSG00000279786	0.125293812
ENSG00000281207	0.533281789
ENSG00000173114	0
ENSG00000284471	0.137432691
ENSG00000200355	1.322869555
ENSG00000200354	0
ENSG00000200350	0.54174658
ENSG00000169504	54.44101168
ENSG00000155966	0
ENSG00000155961	3.116008858
ENSG00000155962	0.120176178
ENSG00000169509	0
ENSG00000175556	0.816440651
ENSG00000126878	12.07658327
ENSG00000264373	0
ENSG00000126870	4.146591865
ENSG00000230701	0.152434277
ENSG00000230702	0
ENSG00000230707	0.138909379
ENSG00000270983	0.168793445
ENSG00000088808	2.059668787
ENSG00000270987	0
ENSG00000200683	0
ENSG00000214013	1.599423442
ENSG00000259077	0
ENSG00000038358	8.450035546
ENSG00000140006	2.924823775
ENSG00000236703	0
ENSG00000236700	0.022022219
ENSG00000188343	2.613126268
ENSG00000140009	0.024369023
ENSG00000164300	1.806954109
ENSG00000164303	0
ENSG00000164305	10.71346375
ENSG00000164304	0
ENSG00000164307	1.997541353
ENSG00000164306	3.821571458
ENSG00000164309	0.008023611
ENSG00000164308	0.475177881
ENSG00000237252	0.37017391
ENSG00000237251	0
ENSG00000147383	30.1801157
ENSG00000147381	1.126220981
ENSG00000153250	2.301444458
ENSG00000153253	0
ENSG00000234129	0.258560868
ENSG00000201151	0.790047095
ENSG00000116903	3.546846725
ENSG00000116906	19.39736178
ENSG00000082293	0
ENSG00000175550	207.3935028
ENSG00000242100	0.183494809
ENSG00000117115	33.66994827
ENSG00000260917	1.261986958
ENSG00000260911	0.126689067
ENSG00000260910	0.073208997
ENSG00000125834	7.506511254
ENSG00000125835	163.4841116
ENSG00000084731	10.5362645
ENSG00000084733	51.96425434
ENSG00000184209	3.17617377
ENSG00000153012	0.070794513
ENSG00000173467	0
ENSG00000101577	10.24737556
ENSG00000130948	0
ENSG00000101574	3.120437584
ENSG00000110696	13.61922799
ENSG00000110697	16.53843354
ENSG00000130943	0.029576701
ENSG00000130940	1.113983131
ENSG00000110693	0.026072037
ENSG00000088038	25.82587743
ENSG00000236279	0.022510246
ENSG00000236274	0
ENSG00000201318	0.790047095
