name	NC2
ENSG00000232101	0
ENSG00000113368	64.78119044
ENSG00000221184	5.954084242
ENSG00000180846	0.128725001
ENSG00000184178	3.644796875
ENSG00000214174	3.038928792
ENSG00000234667	0
ENSG00000214176	0.409171925
ENSG00000225521	0
ENSG00000225527	0
ENSG00000225526	0.126308621
ENSG00000129007	0.103174187
ENSG00000129003	2.250337863
ENSG00000215883	2.051110647
ENSG00000129009	0.108114222
ENSG00000221634	0
ENSG00000229409	5.704159718
ENSG00000229404	0.481455648
ENSG00000229407	0
ENSG00000262227	0
ENSG00000206527	23.7019509
ENSG00000239265	0
ENSG00000239264	0.052659783
ENSG00000146540	12.95724428
ENSG00000274114	0.013913423
ENSG00000277420	0
ENSG00000269916	0
ENSG00000269915	0.10856131
ENSG00000169116	0.091783261
ENSG00000241484	0.104166644
ENSG00000241489	0.087216275
ENSG00000269918	0.229412581
ENSG00000157240	1.816495929
ENSG00000124459	3.852060739
ENSG00000254733	0
ENSG00000254731	0
ENSG00000058063	20.36107751
ENSG00000088305	5.189183744
ENSG00000183397	2.570680289
ENSG00000183396	0
ENSG00000278727	0.032220149
ENSG00000013364	8.605353312
ENSG00000262339	0
ENSG00000268357	0.155254347
ENSG00000218537	0.586937166
ENSG00000268350	0.42826517
ENSG00000151948	0
ENSG00000183647	2.38198959
ENSG00000122859	0
ENSG00000183648	4.644869784
ENSG00000232467	0
ENSG00000100330	0.478226659
ENSG00000232460	0.11413956
ENSG00000100335	12.1930661
ENSG00000253704	0.161415923
ENSG00000247556	10.08985421
ENSG00000086062	31.77034235
ENSG00000086061	250.206541
ENSG00000123106	2.613712601
ENSG00000266589	0
ENSG00000086065	47.09780286
ENSG00000052344	0.01918758
ENSG00000197748	0.048236039
ENSG00000198939	0.459237774
ENSG00000198938	4954.963085
ENSG00000184508	0.864324662
ENSG00000198934	3.07070003
ENSG00000198937	22.85925881
ENSG00000197747	194.5241383
ENSG00000198930	0
ENSG00000197744	5.651827978
ENSG00000168398	0
ENSG00000168393	37.67834876
ENSG00000168397	9.979594135
ENSG00000168394	7.973114469
ENSG00000106537	48.82134903
ENSG00000248659	0.243690368
ENSG00000274805	0
ENSG00000264044	0.03812186
ENSG00000246889	0.375273666
ENSG00000182118	0.192997885
ENSG00000184502	0
ENSG00000007080	30.02544253
ENSG00000182111	0.533427289
ENSG00000166068	8.376517112
ENSG00000103269	0.70507229
ENSG00000238009	0
ENSG00000000003	6.673300857
ENSG00000158163	2.804733638
ENSG00000272406	0
ENSG00000158161	5.407535494
ENSG00000260805	0.030413174
ENSG00000000005	0
ENSG00000158169	4.804618752
ENSG00000276988	0
ENSG00000115257	0.609225919
ENSG00000115255	4.480758374
ENSG00000115252	0.018270996
ENSG00000127774	0.075103533
ENSG00000163701	0.061756434
ENSG00000163702	4.134416426
ENSG00000163703	4.433255419
ENSG00000163704	0.894397473
ENSG00000163705	0.030477371
ENSG00000189129	0.046576304
ENSG00000170633	11.62680362
ENSG00000189120	0.694472697
ENSG00000189127	0.243993164
ENSG00000249019	0
ENSG00000249012	0
ENSG00000249014	0
ENSG00000129451	0.014989519
ENSG00000205293	0
ENSG00000273812	0.092407387
ENSG00000125734	5.572340901
ENSG00000125733	15.54820432
ENSG00000125731	0.383953018
ENSG00000125730	0.104024887
ENSG00000155530	0
ENSG00000271976	2.437186709
ENSG00000271971	1.098593261
ENSG00000271970	0
ENSG00000271973	0.621017389
ENSG00000271978	0.070583095
ENSG00000267761	0
ENSG00000267767	0
ENSG00000213519	0.201939221
ENSG00000230359	0.944919368
ENSG00000213516	6.800671451
ENSG00000267769	0
ENSG00000213514	0.031126175
ENSG00000213513	0.450035978
ENSG00000197915	0.054015541
ENSG00000199377	0
ENSG00000040608	6.520961565
ENSG00000161542	12.84268256
ENSG00000161544	0.097922376
ENSG00000244559	0.40107373
ENSG00000161547	73.39449856
ENSG00000244556	0.246664015
ENSG00000144591	8.892824584
ENSG00000144596	0.170080909
ENSG00000144597	4.898829133
ENSG00000230510	0.111397648
ENSG00000204231	6.232194657
ENSG00000204237	5.955944894
ENSG00000070010	5.196328878
ENSG00000152795	45.81556919
ENSG00000070019	0.732821333
ENSG00000070018	9.090332021
ENSG00000188092	0.718704161
ENSG00000076924	12.29742009
ENSG00000188095	0.745011887
ENSG00000240541	1.116630622
ENSG00000130045	0.212854854
ENSG00000100941	30.08024335
ENSG00000090432	16.36933571
ENSG00000161091	8.241278513
ENSG00000100949	5.050474278
ENSG00000206976	0
ENSG00000153774	3.865397952
ENSG00000272979	0.268626126
ENSG00000244649	2.844317589
ENSG00000272970	0.576722283
ENSG00000272971	0.105584309
ENSG00000272973	0
ENSG00000272975	0.025397809
ENSG00000143248	0.660439838
ENSG00000272977	0.646162472
ENSG00000236914	0.128844656
ENSG00000091527	135.6909485
ENSG00000140274	0
ENSG00000140279	0
ENSG00000138061	12.87810801
ENSG00000164111	179.9263814
ENSG00000164114	1.258512037
ENSG00000164116	0.030049228
ENSG00000164117	1.932004986
ENSG00000138069	86.4264281
ENSG00000163817	0
ENSG00000245205	0
ENSG00000274678	0
ENSG00000272849	2.52424026
ENSG00000275479	1.007347974
ENSG00000248866	1.708390393
ENSG00000053918	0.465411168
ENSG00000106258	0.025741175
ENSG00000201724	0
ENSG00000201728	0
ENSG00000270532	0
ENSG00000270533	0.248942315
ENSG00000114383	8.905637142
ENSG00000114388	2.952914883
ENSG00000237357	0.111970952
ENSG00000237356	0.349376465
ENSG00000241035	0
ENSG00000237353	0.06011931
ENSG00000237352	0
ENSG00000237351	0
ENSG00000237350	2.807516111
ENSG00000206897	0.434245242
ENSG00000237359	0
ENSG00000147027	0.071231644
ENSG00000279355	0.153766286
ENSG00000279354	0
ENSG00000279357	0
ENSG00000279356	0.08153593
ENSG00000240927	0.209255859
ENSG00000240925	0
ENSG00000240929	0.101859995
ENSG00000260118	0
ENSG00000047634	1.260788441
ENSG00000150938	139.8047739
ENSG00000264538	3.548482833
ENSG00000169093	5.353750877
ENSG00000233670	0.030317384
ENSG00000233671	0
ENSG00000233672	0.012441753
ENSG00000233673	0.158108064
ENSG00000233674	0.426233337
ENSG00000110400	5.452227849
ENSG00000233677	0.300805298
ENSG00000279689	0
ENSG00000138356	0.020789999
ENSG00000120833	1.508643335
ENSG00000120832	2.022845113
ENSG00000120837	9.835532057
ENSG00000246560	1.569774419
ENSG00000236003	0
ENSG00000274308	0
ENSG00000274307	0.288773086
ENSG00000266970	0.972299952
ENSG00000266973	0
ENSG00000266975	0
ENSG00000266977	0
ENSG00000233985	0
ENSG00000233981	0
ENSG00000021488	0
ENSG00000094841	4.78392227
ENSG00000268257	0
ENSG00000252030	0
ENSG00000257830	0
ENSG00000122958	33.34053355
ENSG00000196628	0.2843317
ENSG00000183166	0
ENSG00000122952	60.28047089
ENSG00000055813	0.014503922
ENSG00000146085	7.332941521
ENSG00000232587	0
ENSG00000232586	0
ENSG00000224057	0.144077805
ENSG00000224050	0.293667545
ENSG00000224051	33.30606638
ENSG00000162975	0.126156875
ENSG00000162976	19.49694328
ENSG00000162971	1.606740492
ENSG00000162972	7.183763956
ENSG00000279785	0
ENSG00000163006	2.839900947
ENSG00000168056	10.70630842
ENSG00000163002	9.463991886
ENSG00000163001	17.59826851
ENSG00000118579	4.375509148
ENSG00000092445	3.546012126
ENSG00000163009	0.578459529
ENSG00000242314	0
ENSG00000114405	9.08690026
ENSG00000207369	0
ENSG00000262434	0.713019965
ENSG00000166181	34.8564202
ENSG00000252034	0
ENSG00000166183	0.009429325
ENSG00000166189	14.38959884
ENSG00000166188	3.040427903
ENSG00000198704	0
ENSG00000198700	22.65105547
ENSG00000179912	4.764780375
ENSG00000179914	0
ENSG00000179915	0
ENSG00000179918	50.57773999
ENSG00000064933	8.577418389
ENSG00000064932	9.378805924
ENSG00000255663	0
ENSG00000174576	0
ENSG00000170892	33.91575485
ENSG00000170893	0
ENSG00000227006	0.268314133
ENSG00000174579	11.29020583
ENSG00000170899	4.009630892
ENSG00000250012	0.089542042
ENSG00000250016	0
ENSG00000226239	0.086072455
ENSG00000020181	1.12057535
ENSG00000156689	0
ENSG00000114948	0.746555556
ENSG00000232876	0.438642662
ENSG00000076258	0.160620707
ENSG00000156687	0
ENSG00000232873	0
ENSG00000255993	0
ENSG00000232872	0.264268215
ENSG00000107821	2.445739392
ENSG00000185760	6.347667301
ENSG00000185761	4.206129359
ENSG00000257621	2.634776704
ENSG00000226186	0.171888742
ENSG00000226180	0.840549771
ENSG00000213658	0
ENSG00000157087	0.011363427
ENSG00000101266	52.78812121
ENSG00000101265	0.802286746
ENSG00000130656	0
ENSG00000110367	33.08122295
ENSG00000213654	0.467270365
ENSG00000033800	4.464513371
ENSG00000274204	0.086459008
ENSG00000164463	0.618147204
ENSG00000058262	73.76409374
ENSG00000164465	5.115675137
ENSG00000214820	0.053034543
ENSG00000214826	4.095933147
ENSG00000214827	0.772637019
ENSG00000174876	0
ENSG00000257596	1.728709629
ENSG00000257594	0.042789122
ENSG00000257591	0.026204454
ENSG00000068323	17.34121822
ENSG00000272630	0.153756052
ENSG00000281591	0.017173541
ENSG00000241418	0
ENSG00000171858	39.51928837
ENSG00000171853	4.385154223
ENSG00000278965	0
ENSG00000174871	6.308624203
ENSG00000274209	0
ENSG00000183401	0.667929874
ENSG00000252412	1.215886677
ENSG00000252414	0.544854879
ENSG00000252417	0
ENSG00000138802	13.01387809
ENSG00000138801	17.0540517
ENSG00000206149	1.959903975
ENSG00000174574	62.13730973
ENSG00000206140	0.161213167
ENSG00000206145	0
ENSG00000247315	10.34899371
ENSG00000247317	0.104926634
ENSG00000103995	1.845489113
ENSG00000103994	12.52264676
ENSG00000075539	8.269295393
ENSG00000184988	0.742720824
ENSG00000184985	0.127998202
ENSG00000184984	0.029785775
ENSG00000168556	17.41548764
ENSG00000184986	1.091999064
ENSG00000065371	0.012783226
ENSG00000184983	36.30057151
ENSG00000273328	0
ENSG00000154065	0
ENSG00000253898	0.037971477
ENSG00000253893	0.218767489
ENSG00000205611	0.05165887
ENSG00000253896	0
ENSG00000253894	0
ENSG00000187189	6.037982702
ENSG00000182359	0.691045093
ENSG00000007372	0.058276329
ENSG00000182352	0
ENSG00000187185	0
ENSG00000187186	0.157541236
ENSG00000187187	6.514787501
ENSG00000181915	13.61461198
ENSG00000197238	0
ENSG00000066855	27.4487271
ENSG00000071051	20.33966952
ENSG00000273321	0
ENSG00000071054	16.65859286
ENSG00000069188	0.910579386
ENSG00000273327	0
ENSG00000248323	0.039775907
ENSG00000074660	0.186267663
ENSG00000135778	1.890667737
ENSG00000135776	14.31652281
ENSG00000135775	2.576728211
ENSG00000135773	0.044546562
ENSG00000265566	0.411064891
ENSG00000168702	0.07456582
ENSG00000258968	0
ENSG00000203616	1.38749831
ENSG00000188636	11.50888185
ENSG00000103375	0
ENSG00000163536	3.224513364
ENSG00000159763	0
ENSG00000159761	0.193699107
ENSG00000261544	0
ENSG00000274628	0.043736931
ENSG00000189326	0
ENSG00000189325	0
ENSG00000282386	0.65075625
ENSG00000185787	48.72826523
ENSG00000256139	1.713598531
ENSG00000152422	6.604227522
ENSG00000136167	0.102705306
ENSG00000118965	7.200901092
ENSG00000235133	0
ENSG00000118960	7.382696397
ENSG00000118961	6.149374982
ENSG00000092871	1.689485394
ENSG00000132749	2.188199964
ENSG00000132746	0.0357061
ENSG00000165646	0.238019028
ENSG00000132744	0
ENSG00000165644	3.070498633
ENSG00000165643	0
ENSG00000117122	5.824993977
ENSG00000132740	5.029520411
ENSG00000261839	0.020407992
ENSG00000107789	18.47917956
ENSG00000250900	0.077836411
ENSG00000183323	1.376150106
ENSG00000250903	0.166553499
ENSG00000137936	1.729660291
ENSG00000104472	29.76086149
ENSG00000205929	0
ENSG00000177425	8.008825038
ENSG00000177426	20.53934572
ENSG00000177427	2.488294163
ENSG00000185100	1.340107134
ENSG00000185101	0.744380437
ENSG00000205922	1.95107567
ENSG00000256739	0
ENSG00000205927	0.017229898
ENSG00000229305	0.053725225
ENSG00000224550	0.469549733
ENSG00000132507	62.88380162
ENSG00000144354	44.23351842
ENSG00000144355	2.717120938
ENSG00000144357	8.970532307
ENSG00000109762	4.362895318
ENSG00000182177	0.01062447
ENSG00000228653	0.319086283
ENSG00000174125	0.076411842
ENSG00000205015	0
ENSG00000263809	0.056126936
ENSG00000257534	0
ENSG00000235703	0.465836703
ENSG00000235700	0
ENSG00000186654	0.90258788
ENSG00000235706	0.403444397
ENSG00000173166	0.987511621
ENSG00000173163	6.519124845
ENSG00000257539	0
ENSG00000205018	0.159367045
ENSG00000251247	0.511965792
ENSG00000275811	0
ENSG00000281530	0.071923558
ENSG00000275273	0
ENSG00000259030	0
ENSG00000275278	0.106166576
ENSG00000197006	24.30045014
ENSG00000115808	19.69678136
ENSG00000110063	7.150407553
ENSG00000079805	10.7062788
ENSG00000102032	0.224616887
ENSG00000102030	2.557669676
ENSG00000088179	2.608810193
ENSG00000102034	22.82886396
ENSG00000102038	93.23075145
ENSG00000270040	0
ENSG00000277118	0
ENSG00000076351	0.89159335
ENSG00000076356	0.108963068
ENSG00000064703	5.738039717
ENSG00000270048	0.658797914
ENSG00000270049	0.250200508
ENSG00000255815	0
ENSG00000255817	0
ENSG00000255811	0
ENSG00000255819	0.066845622
ENSG00000185681	0.066537577
ENSG00000185684	1.328899628
ENSG00000253245	0
ENSG00000185686	29.00735208
ENSG00000185689	0.034802421
ENSG00000143036	0.422742057
ENSG00000143033	7.545534683
ENSG00000282849	3.530454653
ENSG00000217275	0.578703579
ENSG00000282842	0
ENSG00000282840	0.030509571
ENSG00000246763	0.246393418
ENSG00000259462	0.057593356
ENSG00000072121	2.732183913
ENSG00000154928	0.008302849
ENSG00000222800	0
ENSG00000216895	0.227492337
ENSG00000008988	95.98194036
ENSG00000185933	0
ENSG00000226798	0
ENSG00000270276	0.449102777
ENSG00000226797	0.110218735
ENSG00000226790	0
ENSG00000226792	0
ENSG00000089220	131.6351021
ENSG00000153936	29.49535839
ENSG00000153930	0
ENSG00000089225	0
ENSG00000157693	4.049572488
ENSG00000153933	4.506054004
ENSG00000025156	19.02354155
ENSG00000233783	0
ENSG00000175471	4.065611646
ENSG00000175470	5.838011842
ENSG00000204843	28.26595833
ENSG00000204842	6.57423547
ENSG00000021645	0
ENSG00000109944	3.04816035
ENSG00000146247	5.177519255
ENSG00000109943	0
ENSG00000146242	8.624711802
ENSG00000146243	0.796404161
ENSG00000278311	7.556956278
ENSG00000182768	5.659862403
ENSG00000279123	0.243006804
ENSG00000104848	0.092470796
ENSG00000079112	0
ENSG00000272092	0.420798668
ENSG00000103811	2.195694881
ENSG00000273164	0
ENSG00000273165	0
ENSG00000225329	0
ENSG00000225328	0
ENSG00000238765	0
ENSG00000272097	0.667456486
ENSG00000225323	0
ENSG00000276085	0
ENSG00000165985	0.347500705
ENSG00000165983	4.775612859
ENSG00000160211	41.21770601
ENSG00000257279	0.055056832
ENSG00000116717	4.047568626
ENSG00000205356	1.299574443
ENSG00000116711	0.100442812
ENSG00000115353	0.043522696
ENSG00000115350	10.25674744
ENSG00000115355	10.10715732
ENSG00000137547	69.29584207
ENSG00000257272	0
ENSG00000225093	0.047652324
ENSG00000111843	64.1377921
ENSG00000225091	3.448036845
ENSG00000111846	7.060170902
ENSG00000225096	0
ENSG00000111845	24.77031358
ENSG00000225099	0.169617084
ENSG00000126091	2.482811586
ENSG00000223872	0
ENSG00000249196	0
ENSG00000223875	0.116050805
ENSG00000223878	0.590538008
ENSG00000249199	0.202647779
ENSG00000121318	0
ENSG00000121310	2.300801807
ENSG00000125676	13.28519168
ENSG00000081760	3.272785562
ENSG00000121316	20.95917293
ENSG00000117448	13.13866651
ENSG00000221539	4.682806796
ENSG00000129128	16.61364701
ENSG00000217130	5.102817579
ENSG00000260612	0
ENSG00000244615	0
ENSG00000244617	0.053058904
ENSG00000111727	2.890715372
ENSG00000111726	33.17026822
ENSG00000260641	0.020454973
ENSG00000260640	0
ENSG00000260643	0.236326731
ENSG00000164221	3.002748414
ENSG00000260645	0.136021237
ENSG00000111725	7.332598687
ENSG00000260647	0.077108968
ENSG00000260646	0.169368379
ENSG00000284505	0.043753498
ENSG00000267919	0
ENSG00000104731	3.668764264
ENSG00000213326	16.85330978
ENSG00000120440	0.018794213
ENSG00000175137	6.562617161
ENSG00000175130	91.67993081
ENSG00000128694	2.740241394
ENSG00000128692	18.48852073
ENSG00000222047	0.045946394
ENSG00000222046	0
ENSG00000222041	1.153086974
ENSG00000128699	11.4546171
ENSG00000163346	6.163891885
ENSG00000219891	0.209129573
ENSG00000265802	0
ENSG00000226968	0
ENSG00000226969	0
ENSG00000226963	0.207005796
ENSG00000226961	0
ENSG00000226964	25.12325846
ENSG00000226965	0
ENSG00000261519	0
ENSG00000261512	2.504757123
ENSG00000261513	0
ENSG00000261514	0
ENSG00000256274	0.024034381
ENSG00000134627	0.266091918
ENSG00000257496	0.205532445
ENSG00000178460	0
ENSG00000105438	69.71092616
ENSG00000178462	0
ENSG00000178464	14.05810061
ENSG00000178467	1.541937168
ENSG00000170619	8.078122659
ENSG00000170615	0
ENSG00000131055	0
ENSG00000131051	24.18861688
ENSG00000257497	1.247063258
ENSG00000236641	0.119822857
ENSG00000047578	4.049434522
ENSG00000047579	9.121142027
ENSG00000105784	0.012262127
ENSG00000176401	10.09544514
ENSG00000107872	0.579105301
ENSG00000107874	30.47251401
ENSG00000172613	5.19500634
ENSG00000175868	0
ENSG00000135577	0
ENSG00000104783	3.353947059
ENSG00000252929	0
ENSG00000022355	0
ENSG00000283930	0.131426436
ENSG00000230521	0.355413029
ENSG00000147654	7.421334939
ENSG00000147650	5.511410228
ENSG00000143570	47.32196494
ENSG00000266527	0
ENSG00000143578	2.267226706
ENSG00000279121	0.109383745
ENSG00000231548	0
ENSG00000231549	0
ENSG00000223224	0
ENSG00000223225	1.110665714
ENSG00000223220	1.215886677
ENSG00000231544	0.117626512
ENSG00000176692	0.955584868
ENSG00000163904	11.33501832
ENSG00000163902	119.6469649
ENSG00000163900	5.503612571
ENSG00000239392	0
ENSG00000163909	3.738826622
ENSG00000264745	0
ENSG00000264743	0.50840332
ENSG00000176697	0.022385511
ENSG00000051128	2.194067864
ENSG00000172366	3.361561944
ENSG00000052850	0.140619937
ENSG00000172361	0.343220307
ENSG00000233820	0.659830975
ENSG00000233822	0.147629111
ENSG00000233825	0
ENSG00000119865	0.553454618
ENSG00000266522	0
ENSG00000119866	0.006896074
ENSG00000124743	0.010056524
ENSG00000124749	0.212153157
ENSG00000274578	0
ENSG00000146122	0.008916189
ENSG00000177628	15.65770734
ENSG00000224794	0.129931647
ENSG00000224792	0
ENSG00000224790	0.025487474
ENSG00000269533	0
ENSG00000269534	0.114478924
ENSG00000163694	2.142815266
ENSG00000166557	5.113968154
ENSG00000166558	0
ENSG00000265437	0.113244347
ENSG00000108100	14.67246847
ENSG00000224870	10.81898373
ENSG00000129295	0.083159996
ENSG00000122741	6.005337605
ENSG00000129292	3.234325942
ENSG00000163428	17.19557309
ENSG00000242296	0.217941952
ENSG00000229677	0
ENSG00000229676	0.040815984
ENSG00000229672	0
ENSG00000229671	0
ENSG00000261520	0
ENSG00000127249	0.009604959
ENSG00000133275	21.22527728
ENSG00000269910	0.323857666
ENSG00000248383	0.024955185
ENSG00000127241	0
ENSG00000163421	0
ENSG00000183853	5.099016631
ENSG00000163239	0.042686339
ENSG00000167962	17.42098428
ENSG00000163235	0.13964445
ENSG00000169118	3.752385031
ENSG00000211460	61.4633888
ENSG00000235890	1.741222003
ENSG00000235897	0.270386784
ENSG00000230952	0.054434135
ENSG00000116690	0
ENSG00000116691	9.642830442
ENSG00000116698	22.46437255
ENSG00000137269	3.939155019
ENSG00000186787	1.251284867
ENSG00000133961	7.809755386
ENSG00000133962	0
ENSG00000137266	1.518833492
ENSG00000137267	14.51389916
ENSG00000137265	0.019584475
ENSG00000272872	1.081858823
ENSG00000154548	0.685740837
ENSG00000267072	0.043919861
ENSG00000267070	0.108765757
ENSG00000080608	16.44950492
ENSG00000267078	0
ENSG00000080603	0.388578673
ENSG00000116128	9.859666728
ENSG00000186510	0.116306766
ENSG00000116120	47.31455724
ENSG00000220891	0.074258588
ENSG00000116127	5.375198465
ENSG00000127863	0.689034157
ENSG00000060642	7.66759997
ENSG00000254732	0
ENSG00000121297	0.049642958
ENSG00000064545	5.98493442
ENSG00000064547	2.558258209
ENSG00000186517	0.091239522
ENSG00000265056	0
ENSG00000249388	0.546918723
ENSG00000176563	0.170972816
ENSG00000164849	0.201044553
ENSG00000164845	0.697238839
ENSG00000164841	0.140522183
ENSG00000254739	0.633505855
ENSG00000039523	5.913647082
ENSG00000217702	0
ENSG00000213281	45.70780108
ENSG00000249437	0.05464013
ENSG00000130203	62.1830862
ENSG00000130202	18.57334232
ENSG00000130204	31.96502079
ENSG00000187514	380.0212775
ENSG00000130208	0.281500977
ENSG00000168297	3.139072393
ENSG00000259678	0.103133245
ENSG00000168291	9.978802836
ENSG00000202441	0
ENSG00000134343	0
ENSG00000227043	0
ENSG00000168298	0.306390542
ENSG00000232838	0.101235087
ENSG00000196391	0.217148132
ENSG00000196396	10.63336678
ENSG00000189420	0.018920431
ENSG00000189423	0.8025603
ENSG00000232832	0
ENSG00000206356	0
ENSG00000269321	0
ENSG00000158315	0.661233542
ENSG00000145476	0.123671557
ENSG00000273366	1.665155881
ENSG00000198542	1.68380808
ENSG00000273365	0.158448881
ENSG00000273363	0
ENSG00000198546	0.63513142
ENSG00000198547	0
ENSG00000163577	16.41870933
ENSG00000163576	0.013873317
ENSG00000134590	69.3446631
ENSG00000242889	0
ENSG00000112812	1.539395278
ENSG00000257270	3.763784039
ENSG00000078246	20.35301032
ENSG00000272183	0.35596066
ENSG00000212396	1.736980967
ENSG00000212398	0
ENSG00000258502	0
ENSG00000197044	0.559543469
ENSG00000197045	18.63286042
ENSG00000145526	4.177183313
ENSG00000139946	0.027598575
ENSG00000198093	0.066156492
ENSG00000198090	0
ENSG00000197043	16.92092155
ENSG00000198099	0
ENSG00000159445	4.736141725
ENSG00000177359	0.232243023
ENSG00000248176	0
ENSG00000102854	0.970097085
ENSG00000119138	1.339237499
ENSG00000119139	5.276844618
ENSG00000102858	7.844545318
ENSG00000088992	0.209907747
ENSG00000162620	0.257156076
ENSG00000162623	8.595628679
ENSG00000162624	0.014522157
ENSG00000162627	24.2809687
ENSG00000259705	0.029724456
ENSG00000273983	0.071863895
ENSG00000071575	1.19587808
ENSG00000141068	1.533569409
ENSG00000273989	0.095937902
ENSG00000013725	0.009693625
ENSG00000165168	0.026115585
ENSG00000165169	9.245089374
ENSG00000159197	0.054952062
ENSG00000159199	46.09326424
ENSG00000165164	0
ENSG00000144655	2.066515548
ENSG00000148175	117.7847445
ENSG00000158828	1.445059693
ENSG00000233055	0
ENSG00000233056	0.040643643
ENSG00000233058	0.098827203
ENSG00000266189	3.397330421
ENSG00000144659	13.93521446
ENSG00000158825	0.719683703
ENSG00000280890	0.294566221
ENSG00000070190	0
ENSG00000281202	0
ENSG00000152611	0
ENSG00000279786	0
ENSG00000281207	0.589578383
ENSG00000173114	0.014904417
ENSG00000284471	0
ENSG00000200355	0
ENSG00000200354	0
ENSG00000200350	0
ENSG00000169504	95.88936769
ENSG00000155966	0.004123563
ENSG00000155961	2.010289099
ENSG00000155962	0.061008398
ENSG00000169509	0
ENSG00000175556	0.886113898
ENSG00000126878	6.94276111
ENSG00000264373	0
ENSG00000126870	3.794288632
ENSG00000230701	0.103179307
ENSG00000230702	0
ENSG00000230707	0.070518458
ENSG00000270983	0.342757372
ENSG00000088808	2.436552888
ENSG00000270987	0
ENSG00000200683	0
ENSG00000214013	1.755731925
ENSG00000259077	0
ENSG00000038358	13.79075096
ENSG00000140006	4.715397224
ENSG00000236703	0
ENSG00000236700	0.022359511
ENSG00000188343	3.081076167
ENSG00000140009	0.030927823
ENSG00000164300	1.901014044
ENSG00000164303	0
ENSG00000164305	20.8386787
ENSG00000164304	0.016444937
ENSG00000164307	3.074915425
ENSG00000164306	7.882093371
ENSG00000164309	0.020366252
ENSG00000164308	0.474674164
ENSG00000237252	0.375843496
ENSG00000237251	0
ENSG00000147383	35.3009183
ENSG00000147381	0.168708716
ENSG00000153250	5.031745226
ENSG00000153253	0.011738743
ENSG00000234129	0.337526983
ENSG00000201151	1.604294921
ENSG00000116903	6.205790235
ENSG00000116906	28.21293936
ENSG00000082293	0
ENSG00000175550	145.832902
ENSG00000242100	0
ENSG00000117115	27.77703679
ENSG00000260917	1.145005391
ENSG00000260911	0
ENSG00000260910	0.421204844
ENSG00000125834	10.17561858
ENSG00000125835	83.96563276
ENSG00000084731	10.10232254
ENSG00000084733	84.66753707
ENSG00000184209	2.16860722
ENSG00000153012	0.044924251
ENSG00000173467	0
ENSG00000101577	11.07529717
ENSG00000130948	0.028090767
ENSG00000101574	5.155941538
ENSG00000110696	17.60933284
ENSG00000110697	10.46013224
ENSG00000130943	0.052551972
ENSG00000130940	1.696567353
ENSG00000110693	0.023530095
ENSG00000088038	20.60687508
ENSG00000236279	0
ENSG00000236274	0
ENSG00000201318	0
ENSG00000088035	7.863962012
ENSG00000113525	0.036392323
ENSG00000113522	0.413757364
ENSG00000113520	0.070604666
ENSG00000256030	0.176890098
ENSG00000241406	0
ENSG00000241404	0.110176683
ENSG00000147416	9.007533048
ENSG00000013016	5.008057829
ENSG00000147419	6.357586395
ENSG00000268069	0
