name	Fis2
ENSG00000152795	42.73977632
ENSG00000070019	0.671516849
ENSG00000070018	8.813388068
ENSG00000188092	3.119614235
ENSG00000076924	21.81275548
ENSG00000188095	0.566333884
ENSG00000240541	1.506404874
ENSG00000130045	0.39053022
ENSG00000100941	42.63807818
ENSG00000090432	28.94665096
ENSG00000161091	8.090007928
ENSG00000100949	6.076680036
ENSG00000206976	0
ENSG00000153774	7.035569276
ENSG00000272979	0
ENSG00000244649	2.152042663
ENSG00000272970	1.200396238
ENSG00000272971	0.102556705
ENSG00000272973	0.09151471
ENSG00000272975	0
ENSG00000143248	0.197385196
ENSG00000272977	0.777070568
ENSG00000236914	0.09386255
ENSG00000091527	67.81407694
ENSG00000140274	0
ENSG00000140279	0.045636378
ENSG00000138061	3.106219876
ENSG00000164111	174.6191165
ENSG00000164114	1.368102042
ENSG00000164116	0.019458383
ENSG00000164117	4.911115769
ENSG00000138069	74.72832002
ENSG00000163817	0.016869198
ENSG00000245205	0
ENSG00000274678	0
ENSG00000272849	2.255709621
ENSG00000275479	0.652308343
ENSG00000248866	2.515868629
ENSG00000053918	0.678098424
ENSG00000106258	0.133349618
ENSG00000201724	0
ENSG00000201728	0.479474509
ENSG00000270532	0
ENSG00000270533	0.120901977
ENSG00000114383	16.41452882
ENSG00000114388	5.751738131
ENSG00000237357	0.130512255
ENSG00000237356	0.78313426
ENSG00000241035	0
ENSG00000237353	0.097325672
ENSG00000237352	0
ENSG00000237351	0
ENSG00000237350	1.460898894
ENSG00000206897	2.952553554
ENSG00000237359	0
ENSG00000147027	0.442810202
ENSG00000279355	0.418199811
ENSG00000279354	0
ENSG00000279357	0
ENSG00000279356	0.052798605
ENSG00000240927	0
ENSG00000240925	0
ENSG00000240929	0
ENSG00000260118	0.039174942
ENSG00000047634	3.714728102
ENSG00000150938	111.0549001
ENSG00000264538	3.951855313
ENSG00000169093	3.488156537
ENSG00000233670	0.01472402
ENSG00000233671	0
ENSG00000233672	0
ENSG00000233673	0.153574354
ENSG00000233674	0
ENSG00000110400	8.828905758
ENSG00000233677	0
ENSG00000279689	0
ENSG00000138356	0.343295464
ENSG00000120833	1.341198323
ENSG00000120832	1.93389815
ENSG00000120837	7.923519424
ENSG00000246560	1.905951898
ENSG00000236003	0
ENSG00000274308	0
ENSG00000274307	0.233743823
ENSG00000266970	3.966561845
ENSG00000266973	0
ENSG00000266975	0.698321795
ENSG00000266977	0
ENSG00000233985	0
ENSG00000233981	0
ENSG00000021488	0.108006387
ENSG00000094841	5.202765165
ENSG00000268257	0
ENSG00000252030	0
ENSG00000257830	0.086705591
ENSG00000122958	42.28238894
ENSG00000196628	0.042333939
ENSG00000183166	0
ENSG00000122952	81.95384772
ENSG00000055813	0.014088025
ENSG00000146085	10.92342432
ENSG00000232587	0.040504345
ENSG00000232586	0.077914608
ENSG00000224057	0.53979329
ENSG00000224050	0.665575632
ENSG00000224051	41.76661927
ENSG00000162975	0.686220398
ENSG00000162976	16.00348917
ENSG00000162971	2.341001398
ENSG00000162972	7.392292334
ENSG00000279785	0
ENSG00000163006	2.613284978
ENSG00000168056	6.673206833
ENSG00000163002	8.457759686
ENSG00000163001	20.13464623
ENSG00000118579	7.841124057
ENSG00000092445	3.152178006
ENSG00000163009	0.621016799
ENSG00000242314	0
ENSG00000114405	9.72543148
ENSG00000207369	0
ENSG00000262434	0.346287145
ENSG00000166181	26.96974526
ENSG00000252034	0
ENSG00000166183	0
ENSG00000166189	9.550936732
ENSG00000166188	6.142748292
ENSG00000198704	0.027799067
ENSG00000198700	23.13622452
ENSG00000179912	7.013502614
ENSG00000179914	0.037827726
ENSG00000179915	0
ENSG00000179918	175.4645517
ENSG00000064933	6.582884345
ENSG00000064932	11.77679413
ENSG00000255663	0.076952699
ENSG00000174576	0
ENSG00000170892	23.67794571
ENSG00000170893	0.028361232
ENSG00000227006	0.130310145
ENSG00000174579	13.92828747
ENSG00000170899	3.997825387
ENSG00000250012	0.086974446
ENSG00000250016	0.082863394
ENSG00000226239	0.055736232
ENSG00000020181	0.762704671
ENSG00000156689	0
ENSG00000114948	1.048407118
ENSG00000232876	0.85212938
ENSG00000076258	0.312029895
ENSG00000156687	0
ENSG00000232873	0.115906028
ENSG00000255993	0.042021361
ENSG00000232872	0.04667098
ENSG00000107821	2.096125067
ENSG00000185760	3.20880556
ENSG00000185761	7.706775649
ENSG00000257621	2.453221714
ENSG00000226186	0
ENSG00000226180	1.031301739
ENSG00000213658	0.063316611
ENSG00000157087	0.005518792
ENSG00000101266	57.84260902
ENSG00000101265	0.67213018
ENSG00000130656	0.074302672
ENSG00000110367	21.67665541
ENSG00000213654	0.544645801
ENSG00000033800	4.409376795
ENSG00000274204	0.25193945
ENSG00000164463	2.642766454
ENSG00000058262	92.92026109
ENSG00000164465	5.034798757
ENSG00000214820	0.05151379
ENSG00000214826	6.624460162
ENSG00000214827	1.275819128
ENSG00000174876	0.024035355
ENSG00000257596	4.045199223
ENSG00000257594	0.093514847
ENSG00000257591	0
ENSG00000068323	38.5865591
ENSG00000272630	0.186683919
ENSG00000281591	0.033362187
ENSG00000241418	0.219563669
ENSG00000171858	48.96967365
ENSG00000171853	5.620225676
ENSG00000278965	0
ENSG00000174871	2.738496989
ENSG00000274209	0
ENSG00000183401	0.883441221
ENSG00000252412	1.181021422
ENSG00000252414	1.587693892
ENSG00000252417	0
ENSG00000138802	12.27524564
ENSG00000138801	12.50038846
ENSG00000206149	2.491017204
ENSG00000174574	83.44168404
ENSG00000206140	0.221836427
ENSG00000206145	0.101812192
ENSG00000247315	17.01019449
ENSG00000247317	0.189276078
ENSG00000103995	3.406570114
ENSG00000103994	18.68418842
ENSG00000075539	5.831748709
ENSG00000184988	2.399517244
ENSG00000184985	0.150969574
ENSG00000184984	0.009643892
ENSG00000168556	11.84127193
ENSG00000184986	1.443711848
ENSG00000065371	0.012416671
ENSG00000184983	53.6818441
ENSG00000273328	0
ENSG00000154065	0.114110582
ENSG00000253898	0
ENSG00000253893	0.212494385
ENSG00000205611	0.037633174
ENSG00000253896	0.173143573
ENSG00000253894	0
ENSG00000187189	10.50840651
ENSG00000182359	0.589868386
ENSG00000007372	0.088951138
ENSG00000182352	0
ENSG00000187185	0
ENSG00000187186	0.153023779
ENSG00000187187	9.759784274
ENSG00000181915	14.07489687
ENSG00000197238	0
ENSG00000066855	37.54443882
ENSG00000071051	23.2086509
ENSG00000273321	0.199638852
ENSG00000071054	12.57890009
ENSG00000069188	0.647643779
ENSG00000273327	0
ENSG00000248323	0.656800825
ENSG00000074660	0.169618577
ENSG00000135778	1.893068429
ENSG00000135776	13.04923222
ENSG00000135775	3.677330139
ENSG00000135773	0.0432692
ENSG00000265566	0.199638852
ENSG00000168702	0.102057162
ENSG00000258968	0
ENSG00000203616	3.537744348
ENSG00000188636	10.73987997
ENSG00000103375	0.078956393
ENSG00000163536	10.0457643
ENSG00000159763	0
ENSG00000159761	0.250859777
ENSG00000261544	0
ENSG00000274628	0.056643713
ENSG00000189326	0
ENSG00000189325	0.015015663
ENSG00000282386	1.975299913
ENSG00000185787	40.07158686
ENSG00000256139	0.739760671
ENSG00000152422	3.773442883
ENSG00000136167	0.310365242
ENSG00000118965	3.958968886
ENSG00000235133	0
ENSG00000118960	15.93968254
ENSG00000118961	7.75736324
ENSG00000092871	3.717054028
ENSG00000132749	0.817482254
ENSG00000132746	0.052023355
ENSG00000165646	0.135996406
ENSG00000132744	0.043152706
ENSG00000165644	3.053463612
ENSG00000165643	0
ENSG00000117122	3.271611657
ENSG00000132740	11.15896265
ENSG00000261839	0
ENSG00000107789	18.0794957
ENSG00000250900	0.34022012
ENSG00000183323	1.739817866
ENSG00000250903	0.276724872
ENSG00000137936	3.404630377
ENSG00000104472	29.60424645
ENSG00000205929	0.182434203
ENSG00000177425	6.865673896
ENSG00000177426	19.45913062
ENSG00000177427	2.812699669
ENSG00000185100	1.039401104
ENSG00000185101	0.28017626
ENSG00000205922	0.620469297
ENSG00000256739	0
ENSG00000205927	0.083679173
ENSG00000229305	0
ENSG00000224550	2.508470296
ENSG00000132507	56.51701446
ENSG00000144354	24.0422218
ENSG00000144355	3.345042894
ENSG00000144357	10.5027931
ENSG00000109762	3.930704096
ENSG00000182177	0.041279262
ENSG00000228653	0.55788581
ENSG00000174125	0.185551877
ENSG00000205015	0
ENSG00000263809	0.036345006
ENSG00000257534	0.074401217
ENSG00000235703	0.248419815
ENSG00000235700	0.18096296
ENSG00000186654	1.10122876
ENSG00000235706	0.195937863
ENSG00000173166	2.695337851
ENSG00000173163	10.92889179
ENSG00000257539	0
ENSG00000205018	0.09287834
ENSG00000251247	2.628507997
ENSG00000275811	0
ENSG00000281530	0.069861168
ENSG00000275273	0.824978199
ENSG00000259030	0.005994712
ENSG00000275278	0
ENSG00000197006	14.59279134
ENSG00000115808	23.09148085
ENSG00000110063	6.962107187
ENSG00000079805	13.36632832
ENSG00000102032	0
ENSG00000102030	2.614460644
ENSG00000088179	3.023730762
ENSG00000102034	34.21021736
ENSG00000102038	43.57503458
ENSG00000270040	0
ENSG00000277118	0
ENSG00000076351	0.787297388
ENSG00000076356	0.134333581
ENSG00000064703	6.924937451
ENSG00000270048	0.639907044
ENSG00000270049	0.627817344
ENSG00000255815	0.03906582
ENSG00000255817	0.143842353
ENSG00000255811	0
ENSG00000255819	0.06492884
ENSG00000185681	0.258518514
ENSG00000185684	1.996072815
ENSG00000253245	0
ENSG00000185686	10.6550032
ENSG00000185689	0.016902235
ENSG00000143036	0.527940039
ENSG00000143033	9.05702923
ENSG00000282849	8.792871085
ENSG00000217275	0.224843758
ENSG00000282842	0.268735413
ENSG00000282840	0
ENSG00000246763	0.550454737
ENSG00000259462	0.033565128
ENSG00000072121	5.343396295
ENSG00000154928	0.161295335
ENSG00000222800	0
ENSG00000216895	1.298193168
ENSG00000008988	113.3182579
ENSG00000185933	0.073499532
ENSG00000226798	0.141842016
ENSG00000270276	0.348979891
ENSG00000226797	0
ENSG00000226790	0
ENSG00000226792	0.046529044
ENSG00000089220	78.00215217
ENSG00000153936	18.74229647
ENSG00000153930	0.254381114
ENSG00000089225	0
ENSG00000157693	9.318535048
ENSG00000153933	5.08493834
ENSG00000025156	21.30165765
ENSG00000233783	0.01752531
ENSG00000175471	11.34592401
ENSG00000175470	6.9580678
ENSG00000204843	24.91356713
ENSG00000204842	7.533217992
ENSG00000021645	0.003611105
ENSG00000109944	2.457306857
ENSG00000146247	4.512603356
ENSG00000109943	0.041942817
ENSG00000146242	6.037253552
ENSG00000146243	0.781005614
ENSG00000278311	8.089857137
ENSG00000182768	7.881790674
ENSG00000279123	0.393397739
ENSG00000104848	0.102650535
ENSG00000079112	0.014380548
ENSG00000272092	0.25545773
ENSG00000103811	3.351438929
ENSG00000273164	0.113330338
ENSG00000273165	0
ENSG00000225329	0.070861285
ENSG00000225328	0
ENSG00000238765	0
ENSG00000272097	0.61018102
ENSG00000225323	0
ENSG00000276085	0
ENSG00000165985	0.112512069
ENSG00000165983	3.685713242
ENSG00000160211	26.46869929
ENSG00000257279	0.080217137
ENSG00000116717	56.55945266
ENSG00000205356	2.437989842
ENSG00000116711	0.058537584
ENSG00000115353	0.137392752
ENSG00000115350	15.12651797
ENSG00000115355	6.332645474
ENSG00000137547	87.42136736
ENSG00000257272	0
ENSG00000225093	0.046285906
ENSG00000111843	72.95779947
ENSG00000225091	3.767810878
ENSG00000111846	12.88682876
ENSG00000225096	0.745495249
ENSG00000111845	33.84610557
ENSG00000225099	0.164753355
ENSG00000126091	3.270203925
ENSG00000223872	0
ENSG00000249196	0.049404243
ENSG00000223875	0.075148717
ENSG00000223878	0
ENSG00000249199	0
ENSG00000121318	0
ENSG00000121310	4.198178031
ENSG00000125676	13.40643758
ENSG00000081760	2.819914296
ENSG00000121316	14.43435984
ENSG00000117448	20.29324777
ENSG00000221539	10.61323305
ENSG00000129128	9.789113291
ENSG00000217130	8.11062904
ENSG00000260612	0
ENSG00000244615	0
ENSG00000244617	0.154612359
ENSG00000111727	4.605163996
ENSG00000111726	35.44381063
ENSG00000260641	0.079473728
ENSG00000260640	0
ENSG00000260643	0.84756967
ENSG00000164221	3.001927359
ENSG00000260645	0.158545033
ENSG00000111725	14.55902928
ENSG00000260647	0.074897887
ENSG00000260646	0.082255891
ENSG00000284505	0
ENSG00000267919	0
ENSG00000104731	4.241142284
ENSG00000213326	13.88103249
ENSG00000120440	0
ENSG00000175137	12.27862616
ENSG00000175130	43.84863524
ENSG00000128694	4.477861014
ENSG00000128692	23.65943574
ENSG00000222047	0.022314446
ENSG00000222046	0.33016784
ENSG00000222041	2.32120602
ENSG00000128699	17.34830355
ENSG00000163346	6.263921718
ENSG00000219891	1.015664168
ENSG00000265802	0.188250059
ENSG00000226968	0
ENSG00000226969	0
ENSG00000226963	0
ENSG00000226961	0
ENSG00000226964	33.00462781
ENSG00000226965	0.226660677
ENSG00000261519	0
ENSG00000261512	3.94910997
ENSG00000261513	0.072198864
ENSG00000261514	0
ENSG00000256274	0.023345201
ENSG00000134627	0.307692615
ENSG00000257496	0.299458279
ENSG00000178460	0.017657701
ENSG00000105438	59.33832529
ENSG00000178462	0
ENSG00000178464	19.22135252
ENSG00000178467	2.613672587
ENSG00000170619	11.67356878
ENSG00000170615	0.033223878
ENSG00000131055	0
ENSG00000131051	38.96252599
ENSG00000257497	1.930515785
ENSG00000236641	0
ENSG00000047578	6.811635202
ENSG00000047579	8.933119108
ENSG00000105784	0.119105133
ENSG00000176401	17.38602849
ENSG00000107872	1.384614393
ENSG00000107874	36.71036133
ENSG00000172613	10.1055377
ENSG00000175868	0.099743364
ENSG00000135577	0
ENSG00000104783	2.132050681
ENSG00000252929	1.068543191
ENSG00000022355	0.008089188
ENSG00000283930	0.326236638
ENSG00000230521	0.230147764
ENSG00000147654	7.696210636
ENSG00000147650	4.716475545
ENSG00000143570	68.91441261
ENSG00000266527	0
ENSG00000143578	2.685156314
ENSG00000279121	0
ENSG00000231548	0.165971945
ENSG00000231549	0
ENSG00000223224	0.652308343
ENSG00000223225	1.078817645
ENSG00000223220	0
ENSG00000231544	0.1142536
ENSG00000176692	0.724436062
ENSG00000163904	16.40934457
ENSG00000163902	172.2865293
ENSG00000163900	11.1769889
ENSG00000239392	0
ENSG00000163909	4.826832292
ENSG00000264745	0.274656145
ENSG00000264743	0.197529991
ENSG00000176697	0.00724787
ENSG00000051128	1.360659543
ENSG00000172366	3.410040994
ENSG00000052850	0.097562639
ENSG00000172361	1.485049897
ENSG00000233820	1.131018498
ENSG00000233822	0.829647603
ENSG00000233825	0.732356626
ENSG00000119865	0.679886204
ENSG00000266522	0
ENSG00000119866	0.033491652
ENSG00000124743	0.029304467
ENSG00000124749	0.103034858
ENSG00000274578	0
ENSG00000146122	0.00433026
ENSG00000177628	27.58792227
ENSG00000224794	0
ENSG00000224792	0
ENSG00000224790	0.198053019
ENSG00000269533	0.046362411
ENSG00000269534	0.111196269
ENSG00000163694	1.135889926
ENSG00000166557	7.393363943
ENSG00000166558	0
ENSG00000265437	0.109997093
ENSG00000108100	14.50571104
ENSG00000224870	11.37522415
ENSG00000129295	0.323101613
ENSG00000122741	9.479671767
ENSG00000129292	4.660559353
ENSG00000163428	24.36164901
ENSG00000242296	0
ENSG00000229677	0.101812192
ENSG00000229676	0.052860794
ENSG00000229672	0
ENSG00000229671	0
ENSG00000261520	0
ENSG00000127249	0.018659078
ENSG00000133275	15.027442
ENSG00000269910	0.524285211
ENSG00000248383	0.040399336
ENSG00000127241	0.012787444
ENSG00000163421	0
ENSG00000183853	4.503844395
ENSG00000163239	0
ENSG00000167962	24.92869668
ENSG00000163235	1.220761614
ENSG00000169118	4.615188993
ENSG00000211460	64.58903515
ENSG00000235890	2.120071363
ENSG00000235897	0.735373825
ENSG00000230952	0
ENSG00000116690	0.055609157
ENSG00000116691	14.27817638
ENSG00000116698	24.65312992
ENSG00000137269	4.05531452
ENSG00000186787	2.62071612
ENSG00000133961	9.186392925
ENSG00000133962	0.009955371
ENSG00000137266	1.437453585
ENSG00000137267	18.87274967
ENSG00000137265	0.047557238
ENSG00000272872	0.808335987
ENSG00000154548	0.592068787
ENSG00000267072	0.021330235
ENSG00000267070	0
ENSG00000080608	14.69296229
ENSG00000267078	0
ENSG00000080603	0.529231297
ENSG00000116128	7.523492771
ENSG00000186510	0.177526954
ENSG00000116120	48.52213715
ENSG00000220891	0.090161552
ENSG00000116127	4.247105639
ENSG00000127863	0.427897943
ENSG00000060642	11.06378214
ENSG00000254732	0.193443164
ENSG00000121297	0.009643892
ENSG00000064545	12.61831939
ENSG00000064547	1.468350459
ENSG00000186517	0.321259283
ENSG00000265056	0
ENSG00000249388	0
ENSG00000176563	0.099642127
ENSG00000164849	0.23078504
ENSG00000164845	2.257485615
ENSG00000164841	0.194989633
ENSG00000254739	0
ENSG00000039523	7.111314526
ENSG00000217702	0.088763477
ENSG00000213281	34.97803722
ENSG00000249437	0.041279262
ENSG00000130203	57.71157394
ENSG00000130202	18.17550047
ENSG00000130204	27.4432083
ENSG00000187514	181.3652782
ENSG00000130208	0.319000506
ENSG00000168297	4.568351446
ENSG00000259678	0.200351848
ENSG00000168291	8.087129938
ENSG00000202441	3.506157345
ENSG00000134343	0
ENSG00000227043	0.145710435
ENSG00000168298	0.446407301
ENSG00000232838	0.049166098
ENSG00000196391	0.632764385
ENSG00000196396	17.18633128
ENSG00000189420	0.137834195
ENSG00000189423	0.692930736
ENSG00000232832	0
ENSG00000206356	0
ENSG00000269321	0.15626328
ENSG00000158315	0.240852311
ENSG00000145476	0.120125305
ENSG00000273366	1.957914876
ENSG00000198542	1.353851492
ENSG00000273365	0.076952699
ENSG00000273363	0.1035028
ENSG00000198546	1.151582471
ENSG00000198547	0.011051717
ENSG00000163577	16.38923255
ENSG00000163576	0.013475503
ENSG00000134590	98.08927916
ENSG00000242889	0.196148663
ENSG00000112812	4.188830704
ENSG00000257270	4.160114783
ENSG00000078246	25.50092937
ENSG00000272183	0
ENSG00000212396	5.483313743
ENSG00000212398	0
ENSG00000258502	0
ENSG00000197044	1.34693155
ENSG00000197045	17.82392014
ENSG00000145526	0.520179948
ENSG00000139946	0.24126473
ENSG00000198093	0.154222729
ENSG00000198090	0.05317395
ENSG00000197043	8.879422619
ENSG00000198099	0
ENSG00000159445	4.932580356
ENSG00000177359	0.184568327
ENSG00000248176	0
ENSG00000102854	0.328702251
ENSG00000119138	2.070496009
ENSG00000119139	5.074856212
ENSG00000102858	12.00032873
ENSG00000088992	0.291269561
ENSG00000162620	0.204949487
ENSG00000162623	8.482834756
ENSG00000162624	0
ENSG00000162627	14.65563593
ENSG00000259705	0.086616342
ENSG00000273983	0.093070954
ENSG00000071575	0.268998994
ENSG00000141068	2.086387418
ENSG00000273989	0.652308343
ENSG00000013725	0.009415663
ENSG00000165168	0
ENSG00000165169	11.2690054
ENSG00000159197	0.10675265
ENSG00000159199	37.69219705
ENSG00000165164	0
ENSG00000144655	11.51991959
ENSG00000148175	55.16880476
ENSG00000158828	2.285237376
ENSG00000233055	0.69257429
ENSG00000233056	0.019739098
ENSG00000233058	0.172788042
ENSG00000266189	3.959895355
ENSG00000144659	32.60025426
ENSG00000158825	0.233015649
ENSG00000280890	0.152597123
ENSG00000070190	0.037004299
ENSG00000281202	0.02520149
ENSG00000152611	0.098852013
ENSG00000279786	0
ENSG00000281207	1.51933485
ENSG00000173114	0
ENSG00000284471	0
ENSG00000200355	0.434872229
ENSG00000200354	1.255936959
ENSG00000200350	2.137086382
ENSG00000169504	77.38974575
ENSG00000155966	0.00400532
ENSG00000155961	40.58939813
ENSG00000155962	0
ENSG00000169509	0.560985175
ENSG00000175556	2.387761696
ENSG00000126878	5.335658206
ENSG00000264373	1.246633723
ENSG00000126870	2.482235289
ENSG00000230701	0.400882662
ENSG00000230702	0.466192666
ENSG00000230707	0.479474509
ENSG00000270983	0.665857775
ENSG00000088808	5.652712983
ENSG00000270987	0.076220812
ENSG00000200683	0
ENSG00000214013	1.239350122
ENSG00000259077	0
ENSG00000038358	12.93183062
ENSG00000140006	4.685074072
ENSG00000236703	0
ENSG00000236700	0.021718358
ENSG00000188343	2.078282678
ENSG00000140009	0.072098341
ENSG00000164300	3.857139449
ENSG00000164303	0.023856482
ENSG00000164305	30.63261581
ENSG00000164304	0.015973382
ENSG00000164307	2.266535447
ENSG00000164306	7.656076257
ENSG00000164309	0.035608058
ENSG00000164308	0.256985933
ENSG00000237252	0
ENSG00000237251	0.072760723
ENSG00000147383	26.95314544
ENSG00000147381	0.218494713
ENSG00000153250	5.349981867
ENSG00000153253	0.011402138
ENSG00000234129	0.601055545
ENSG00000201151	0.779146077
ENSG00000116903	8.887765129
ENSG00000116906	27.96969894
ENSG00000082293	0.013182591
ENSG00000175550	129.4755076
ENSG00000242100	0
ENSG00000117115	3.468658336
ENSG00000260917	1.072452188
ENSG00000260911	0
ENSG00000260910	0.072198864
ENSG00000125834	16.65859592
ENSG00000125835	129.7552565
ENSG00000084731	9.996627908
ENSG00000084733	74.60747483
ENSG00000184209	2.226478127
ENSG00000153012	0.104726542
ENSG00000173467	0
ENSG00000101577	22.38990832
